age,highschool_gpa,college_gpa,internships,projects,certifications,hackathons,communication_skills,technical_skills,aptitude_score,coding_score,attendance_percentage,backlogs,volunteering,english_proficiency,quantitative_score,logical_reasoning,extracurricular,leadership_experience,placed
20,3.44,2.76,0,3,3,1,3,7,100,20,93.97,0,1,9,37,39,3,0,0
24,2.31,2.64,0,6,2,3,5,10,95,56,66.4,4,1,1,22,4,0,0,0
22,3.7,3.71,3,5,4,4,3,7,44,18,78.52,0,1,1,30,55,3,0,0
23,3.45,2.44,3,9,3,0,3,2,51,28,94.11,0,1,9,56,56,1,0,0
23,3.68,2.36,1,1,5,2,8,5,78,49,67.14,0,0,10,80,76,0,1,0
23,2.6,2.03,3,9,5,3,4,8,67,89,89.68,3,0,1,34,0,2,1,1
23,2.63,2.42,1,5,0,1,10,9,37,33,75.72,0,1,2,65,32,1,1,0
23,3.34,3.04,3,1,3,0,2,5,37,80,57.89,0,1,3,52,59,3,0,1
24,2.06,3.08,2,8,3,2,5,2,66,81,52.03,3,1,7,30,72,4,1,1
22,3.45,2.51,0,7,0,3,2,4,54,53,86.34,4,0,10,25,33,4,0,0
23,3.67,2.14,3,6,5,4,10,5,83,31,63.09,1,1,3,30,71,0,0,0
21,2.83,3.49,2,2,2,2,8,6,50,3,90.79,1,0,9,71,32,1,1,0
21,3.53,3.52,3,5,0,3,3,6,88,29,59.45,4,1,2,79,99,0,1,0
22,2.35,4.0,0,3,4,2,2,1,60,94,78.39,3,0,3,11,55,0,1,1
20,2.64,3.8,3,2,0,3,3,6,35,17,54.67,0,1,9,52,75,4,0,0
20,3.95,3.85,3,1,1,4,3,10,71,68,86.79,1,0,6,55,99,1,1,1
20,3.97,3.6,0,9,5,2,1,1,81,95,88.29,4,1,9,82,82,4,0,1
21,3.03,3.23,3,2,1,3,3,5,76,28,95.83,4,0,5,61,20,1,1,0
20,3.87,2.26,0,1,5,0,3,7,57,11,78.07,0,1,4,43,96,4,0,0
24,3.05,3.24,1,7,5,1,4,8,65,14,55.32,4,1,2,57,67,1,0,0
23,2.58,2.11,3,9,3,3,8,5,69,78,91.39,3,0,1,76,3,2,0,0
21,2.53,3.77,2,6,2,3,9,2,42,98,65.69,3,0,5,64,48,4,1,1
22,3.86,2.96,3,8,2,3,1,3,78,52,94.98,1,0,1,12,10,2,1,1
22,2.34,3.39,0,7,5,2,1,7,33,34,98.89,2,0,6,60,89,0,0,0
23,3.16,2.1,0,9,5,1,6,10,93,51,56.62,4,0,6,67,4,4,1,0
21,3.11,3.07,2,7,1,2,1,4,52,52,54.15,3,0,7,50,59,0,1,0
20,3.48,2.6,2,6,4,3,5,1,87,13,94.88,0,1,9,61,29,4,1,0
20,3.0,2.57,0,1,0,3,1,3,44,17,94.94,0,1,6,47,65,0,1,0
24,2.54,2.78,1,9,5,1,8,10,75,37,79.26,2,0,3,94,87,3,0,0
24,2.34,2.0,1,5,5,0,5,2,68,85,94.41,2,0,8,62,15,1,1,0
20,3.24,2.93,0,2,0,2,6,9,76,37,96.53,2,1,5,71,81,0,0,0
22,3.44,2.97,1,8,0,0,4,1,66,54,77.77,0,0,8,90,75,1,1,0
22,3.14,3.73,2,4,4,3,8,9,70,10,84.33,4,1,8,71,89,0,0,0
24,3.48,2.9,1,3,4,3,9,10,74,66,80.68,3,1,3,50,11,4,0,1
23,2.28,2.73,2,1,0,4,9,5,59,52,58.73,0,1,7,23,25,1,1,0
20,3.76,3.99,3,5,5,4,1,6,100,77,71.81,3,0,4,85,67,1,0,1
24,3.16,3.14,2,3,5,0,7,6,97,43,84.07,2,1,9,39,26,2,1,1
24,2.25,2.95,3,4,0,4,4,6,36,24,80.51,1,0,7,28,52,1,1,0
20,2.92,2.99,2,9,5,1,10,9,76,61,60.75,4,0,10,72,86,1,0,1
20,3.69,3.62,2,7,4,0,8,9,76,13,95.49,2,0,2,16,84,1,0,0
22,3.8,2.68,1,5,0,4,7,10,89,46,89.2,2,1,1,0,47,0,1,0
23,2.53,2.78,2,8,4,4,1,7,34,94,53.42,3,1,6,95,36,3,0,1
23,3.42,3.51,0,6,5,1,1,3,77,88,67.2,0,1,6,83,97,1,0,1
20,2.2,2.15,3,2,5,1,1,7,51,54,99.78,1,0,10,0,44,3,0,0
21,2.07,3.73,3,7,3,0,2,5,52,82,69.49,4,1,5,24,74,1,1,1
24,3.12,2.86,2,1,1,2,10,9,74,11,83.17,1,1,2,40,2,4,0,0
24,3.39,3.16,0,3,1,1,2,8,81,6,55.03,2,1,9,90,5,3,0,0
20,3.59,3.51,2,1,4,4,9,10,100,48,65.55,1,1,6,22,77,2,1,1
21,2.68,2.53,2,1,0,0,5,6,75,13,94.1,4,1,4,17,5,1,1,0
22,2.01,3.78,1,5,1,2,1,5,67,28,75.53,2,0,7,94,76,4,0,0
20,2.96,3.96,2,6,5,0,7,10,69,46,91.26,4,0,9,27,28,3,0,0
20,2.03,2.99,2,3,2,4,10,2,44,13,50.38,1,0,8,84,32,4,1,0
24,2.18,3.87,1,3,0,2,2,3,98,86,83.31,2,0,1,11,16,2,0,1
20,2.65,2.0,1,3,4,2,3,3,41,50,65.0,2,0,3,100,56,2,1,0
20,2.87,3.79,0,1,5,1,4,4,96,13,93.04,4,1,10,87,10,2,0,0
20,2.56,2.62,1,5,5,3,3,3,86,86,97.2,0,0,2,48,65,2,0,1
24,3.16,2.62,3,1,2,4,3,7,48,7,84.38,2,1,3,96,33,4,1,0
22,2.11,2.46,3,3,4,3,9,6,59,76,57.3,4,1,5,80,94,3,0,0
22,2.29,2.63,0,6,0,4,4,8,47,99,73.41,4,1,6,96,15,2,0,0
20,3.39,2.43,2,6,5,0,8,2,92,64,73.22,4,1,3,15,40,4,1,0
24,2.28,3.81,0,3,3,3,1,2,36,36,91.51,0,0,2,26,36,4,0,0
22,3.28,3.8,1,9,5,2,6,1,89,89,73.03,3,1,5,52,21,3,1,1
22,2.11,2.2,2,8,3,1,1,5,92,67,66.63,2,1,4,91,45,4,0,0
22,2.81,2.29,0,3,3,4,5,7,86,15,80.57,1,0,5,35,34,0,0,0
24,2.35,3.72,0,5,0,1,7,9,68,88,82.35,4,1,10,6,6,3,0,1
24,2.22,2.8,3,5,0,4,1,5,72,82,90.5,1,1,4,33,49,4,1,1
20,3.13,2.34,0,5,2,2,9,1,85,19,95.02,4,1,4,64,14,1,0,0
23,3.86,3.02,2,3,5,2,9,3,39,89,94.5,4,0,8,3,3,1,0,0
22,2.11,2.83,0,5,0,2,6,8,49,95,81.34,2,1,6,25,87,2,0,1
23,2.84,2.44,0,5,0,2,2,3,93,66,76.21,0,1,2,19,12,3,1,1
24,3.42,3.44,1,4,2,2,2,7,68,70,90.06,0,0,3,50,28,4,0,1
24,2.93,3.26,0,4,2,1,9,10,57,31,65.34,1,0,8,76,49,4,0,0
24,3.61,2.2,2,2,5,0,4,3,59,68,87.9,3,0,1,98,15,0,1,0
23,2.36,3.85,3,9,4,3,6,2,87,84,75.31,0,1,6,9,0,0,0,1
24,3.92,3.12,3,7,1,1,10,10,99,29,56.18,0,1,3,7,33,2,0,1
20,2.77,2.5,3,1,5,3,2,6,91,19,87.64,3,0,9,17,97,3,1,0
24,2.68,2.41,3,5,1,0,4,2,30,57,82.42,0,1,10,16,79,2,0,0
21,3.75,2.27,1,2,4,4,2,10,97,28,54.12,2,0,1,68,95,0,0,0
23,3.13,2.85,2,6,3,0,3,5,54,23,72.52,2,1,2,29,32,0,0,0
21,3.03,2.27,1,7,5,0,2,5,68,0,74.32,1,1,6,94,14,3,1,0
24,3.45,2.83,3,2,0,4,8,5,40,88,82.68,1,1,4,38,80,2,1,1
20,3.16,2.3,1,6,2,3,5,6,88,26,83.92,1,0,10,60,57,0,0,0
22,2.33,3.31,0,3,5,2,5,3,66,88,59.53,2,1,1,23,80,4,1,1
24,3.35,3.57,2,9,2,4,8,10,58,20,51.68,1,1,10,80,34,1,0,0
20,2.27,3.1,0,4,3,4,8,5,38,16,89.7,1,1,4,97,52,0,1,0
23,3.61,3.36,1,3,2,0,7,8,75,91,99.08,2,1,2,34,28,2,1,1
21,3.98,3.88,0,3,3,4,5,4,38,31,97.03,3,1,9,78,75,0,1,0
21,2.75,3.28,1,2,4,1,7,5,94,43,75.04,1,1,7,60,57,4,0,1
21,2.89,2.73,1,9,3,2,1,1,100,97,76.45,0,0,6,74,100,1,1,1
23,2.09,2.9,2,8,1,0,3,1,71,21,96.53,2,1,9,97,76,1,1,0
20,2.03,3.72,2,5,5,3,3,8,63,41,77.21,3,0,8,71,20,4,1,0
23,3.84,2.26,2,9,3,3,2,2,57,82,63.88,0,0,2,14,38,2,0,1
21,2.26,2.65,3,2,5,3,6,10,90,61,83.88,0,1,3,35,0,4,0,1
24,2.89,3.15,2,6,4,3,3,10,69,47,73.86,4,0,7,54,48,4,0,0
22,3.63,3.35,0,7,3,3,4,7,83,7,89.25,3,0,10,36,76,3,0,0
23,3.78,3.53,2,6,4,0,3,7,88,1,89.17,4,1,4,86,42,3,1,0
23,3.04,2.64,2,3,1,1,7,9,74,4,96.8,2,0,6,61,87,3,0,0
20,3.13,2.29,2,9,0,1,4,1,68,27,56.89,3,1,9,63,87,1,0,0
20,3.34,3.91,1,8,4,3,5,2,71,3,76.07,4,1,7,38,76,1,0,0
23,3.92,2.15,1,8,0,1,7,1,40,52,89.29,2,0,3,89,99,0,0,0
21,3.21,2.19,2,8,4,2,4,1,67,99,71.74,1,0,6,97,4,3,1,1
22,3.12,2.99,1,9,3,1,6,4,86,0,81.34,0,0,7,74,54,2,0,0
20,2.03,3.64,1,1,0,4,9,8,41,78,90.85,2,1,1,11,77,2,0,1
21,2.16,3.55,3,8,4,3,6,10,71,76,73.67,3,0,7,71,79,3,0,1
24,3.15,3.88,0,2,5,4,5,8,92,94,70.41,0,1,5,7,69,1,0,1
20,3.87,2.28,1,4,4,4,1,9,38,80,59.03,0,1,7,40,1,4,1,1
21,3.73,2.75,0,1,0,3,8,2,51,5,91.23,2,1,7,68,67,1,0,0
21,3.97,2.56,1,6,5,0,5,7,67,87,89.79,1,1,6,73,62,0,0,1
22,3.06,3.72,2,1,4,1,5,4,86,54,87.16,2,0,3,2,79,3,1,1
22,3.58,2.98,1,5,0,2,3,3,96,51,69.67,4,0,9,42,99,1,1,0
24,3.68,2.05,1,9,1,0,10,4,59,76,79.16,4,1,5,36,84,4,0,0
21,3.3,3.42,0,1,2,2,2,4,55,84,56.2,4,1,9,85,80,0,1,0
21,2.68,2.78,2,9,1,3,1,3,83,23,65.98,3,1,3,56,66,1,1,0
22,2.94,3.06,3,4,0,1,9,9,61,61,71.78,2,0,7,24,87,3,0,1
20,3.72,3.79,0,3,3,0,5,8,51,55,52.18,0,0,5,3,69,4,1,1
20,2.6,2.51,2,8,3,3,10,10,37,85,55.18,3,0,7,57,82,1,0,1
23,3.85,2.48,2,6,2,0,4,2,95,92,91.49,4,0,8,36,97,3,0,1
22,2.46,2.53,0,7,0,4,7,3,43,23,98.56,3,0,8,7,85,3,1,0
23,3.5,2.68,1,9,5,1,4,10,34,75,66.1,0,1,5,93,2,1,0,1
22,3.26,2.21,2,5,4,1,2,7,42,19,55.34,3,0,5,8,38,1,1,0
24,3.5,3.39,3,2,1,3,9,5,53,33,96.77,1,0,8,78,86,1,0,0
21,2.87,2.41,1,3,5,3,8,1,64,14,95.72,4,0,6,0,10,4,1,0
24,3.87,3.85,0,3,1,3,4,1,97,50,82.73,2,0,6,12,95,1,1,0
22,3.26,2.43,0,4,2,1,8,8,55,3,66.93,4,0,2,67,29,2,1,0
21,2.58,2.51,0,7,2,4,9,6,67,52,55.63,4,0,7,15,49,1,1,0
20,3.28,2.59,0,6,2,1,2,4,63,13,96.97,2,1,10,43,99,0,1,0
20,2.57,3.54,3,3,5,3,4,3,63,64,96.02,2,1,7,64,66,2,1,1
23,2.59,2.86,3,7,5,2,6,9,48,32,87.16,0,0,6,13,47,0,0,0
22,2.8,3.64,2,4,2,4,7,9,32,49,96.69,0,1,2,90,39,0,1,1
22,3.7,3.57,3,8,5,1,5,4,65,62,56.99,1,1,5,25,99,3,1,1
20,3.0,3.86,0,7,2,2,10,8,33,49,55.46,3,0,6,31,15,4,0,0
24,3.36,3.51,3,7,5,4,10,4,55,92,59.6,3,0,4,1,31,2,1,1
21,2.78,2.1,1,9,2,1,7,8,32,73,60.77,3,0,10,15,99,2,1,0
24,2.53,3.67,1,8,4,3,4,7,78,35,91.36,4,1,6,91,61,3,1,0
24,3.91,3.88,2,1,4,1,8,6,38,77,96.09,4,0,5,48,85,0,0,0
20,3.21,3.99,0,7,1,4,3,7,75,85,60.78,2,1,10,89,75,4,1,1
20,3.87,2.25,3,3,1,3,3,6,95,96,73.13,1,0,9,74,39,4,0,1
20,2.41,3.23,2,4,2,0,5,6,43,91,72.72,1,1,6,22,77,3,0,1
23,2.29,2.4,2,6,1,2,6,7,32,70,58.89,3,0,1,93,70,1,1,0
24,3.71,2.53,3,5,5,3,3,4,31,99,92.67,2,1,10,59,65,4,0,1
22,3.36,3.49,2,8,2,3,10,5,62,99,76.12,3,0,10,94,10,1,0,1
21,2.37,3.96,0,2,4,4,2,9,39,49,78.31,4,0,1,65,73,3,1,0
23,2.54,3.19,3,5,3,4,5,2,82,40,62.92,2,0,2,19,5,0,1,0
22,3.6,3.7,1,5,4,2,10,9,73,97,77.96,3,0,2,92,8,1,1,1
24,2.91,2.02,1,3,0,4,6,5,67,100,89.63,1,0,4,73,18,2,0,1
20,3.34,2.07,3,5,4,3,3,10,50,69,65.25,0,0,10,17,24,1,1,1
24,2.64,3.19,2,4,0,2,7,1,64,98,55.66,4,1,2,58,4,0,1,1
21,2.76,2.78,2,5,1,2,3,7,96,26,79.2,3,1,8,30,4,1,1,0
23,3.98,3.78,1,9,4,1,2,5,51,29,81.79,2,1,8,3,53,3,1,0
23,2.5,2.6,1,7,3,3,10,3,49,31,60.1,2,0,2,26,66,1,0,0
21,3.01,2.86,0,1,5,3,4,3,97,82,62.42,3,1,9,17,67,2,0,1
22,3.69,3.06,2,3,4,4,3,1,37,21,57.65,1,0,9,62,11,1,1,0
22,2.48,2.55,0,9,5,3,7,7,80,84,96.07,3,1,9,94,89,3,0,1
23,2.83,3.82,1,4,4,4,8,2,55,68,60.65,4,0,9,70,5,1,1,0
23,3.23,2.93,1,4,4,3,3,8,80,20,50.53,2,1,7,18,73,4,1,0
20,2.96,2.85,1,6,5,1,6,4,94,55,92.01,4,1,9,38,90,0,0,0
22,2.92,3.7,1,3,5,3,1,4,55,83,90.16,0,1,8,65,86,2,0,1
21,2.73,2.62,0,3,2,1,5,5,76,30,72.83,1,0,10,77,37,0,0,0
22,3.17,3.63,1,9,4,3,2,9,72,100,89.86,3,0,8,99,29,2,0,1
20,3.25,2.24,3,5,4,3,1,7,38,58,72.48,3,0,7,45,36,0,1,0
23,3.31,2.37,2,7,3,0,7,3,64,69,61.23,1,1,2,91,24,2,1,1
23,2.14,3.9,1,5,5,3,10,4,48,94,71.3,2,0,2,37,43,1,0,1
20,3.26,3.68,2,6,5,1,4,9,77,42,74.34,3,0,8,66,59,0,1,0
21,3.91,2.78,1,8,0,2,5,1,57,87,50.45,1,0,2,28,13,2,1,1
23,3.08,3.28,0,8,0,1,2,8,32,53,55.67,3,1,2,90,66,1,1,0
24,3.43,3.89,2,2,5,3,8,8,47,17,93.74,2,0,7,56,67,2,0,0
23,3.11,2.42,0,9,3,4,10,7,42,54,69.62,1,0,7,47,35,2,0,0
24,3.71,2.12,1,6,1,0,3,6,56,28,66.57,2,1,1,51,24,3,1,0
20,3.86,3.07,3,7,4,4,7,7,69,60,94.42,3,1,7,47,7,3,0,1
20,2.37,2.29,3,3,1,0,1,10,68,50,57.73,1,1,5,60,24,0,1,0
23,2.87,2.37,3,4,3,0,10,4,87,75,60.85,0,1,5,66,35,1,0,1
22,2.78,3.78,3,6,1,4,1,4,86,11,91.4,3,0,2,47,29,4,1,0
24,2.81,2.01,3,7,0,3,7,5,53,92,63.98,1,0,6,93,78,2,1,1
21,2.25,3.63,0,6,2,1,1,4,51,60,81.66,0,0,4,81,59,0,0,1
23,3.63,3.03,3,5,1,4,9,4,80,70,86.98,1,1,7,7,44,3,1,1
21,2.07,3.12,1,2,2,2,9,9,67,15,61.14,4,1,2,73,100,1,0,0
23,3.06,3.34,0,7,1,0,8,6,90,11,62.67,4,0,8,85,46,3,0,0
22,3.32,2.86,0,5,3,1,8,3,78,61,75.81,1,0,5,87,49,2,1,0
22,2.41,2.23,3,9,2,2,4,3,52,84,89.61,1,0,8,66,68,3,0,1
22,3.81,2.21,2,4,1,1,4,10,33,67,77.72,4,1,7,13,81,3,0,0
22,3.68,3.51,1,2,3,3,5,8,66,59,53.37,3,1,3,46,95,1,1,0
20,2.94,2.44,0,7,5,2,9,3,35,80,67.54,4,0,9,23,41,0,0,0
20,2.82,2.06,1,7,0,4,3,4,57,27,66.53,4,1,9,90,49,2,1,0
24,2.47,3.96,2,1,4,1,4,6,37,63,90.38,4,0,2,61,6,2,0,0
21,3.46,3.96,0,5,3,4,10,9,49,94,64.48,2,1,3,57,3,1,1,1
23,2.26,2.76,1,3,3,4,5,6,45,71,95.06,3,1,10,33,53,0,0,0
23,3.36,2.05,3,9,0,1,7,3,42,49,66.75,2,0,10,30,44,1,1,0
20,3.68,3.45,0,9,2,1,5,6,91,25,59.71,3,1,1,47,30,1,1,0
23,2.46,3.66,0,7,1,0,9,4,95,39,77.0,2,0,1,90,79,3,1,0
20,3.73,2.25,0,9,2,0,6,5,82,54,69.32,2,1,3,44,60,0,0,0
24,2.07,2.27,0,2,3,2,3,5,57,30,82.38,1,1,3,28,44,2,0,0
21,3.83,3.64,3,8,5,2,6,3,47,82,95.79,4,1,5,28,2,4,0,1
24,2.24,3.84,2,1,1,2,6,5,36,70,97.04,1,0,6,62,46,2,0,1
22,3.29,3.58,2,3,4,0,10,5,50,4,61.37,1,1,4,47,48,1,0,0
22,2.5,2.4,1,8,4,4,1,7,70,12,58.11,1,0,10,11,2,4,0,0
22,3.67,2.82,3,8,1,3,7,9,68,17,97.0,0,1,7,77,2,1,0,0
24,3.02,3.2,3,8,3,3,3,5,39,81,90.62,3,0,3,26,92,4,0,1
23,2.27,2.32,1,7,5,1,1,9,60,49,63.08,1,0,4,46,82,3,0,0
21,3.14,2.42,3,2,0,0,1,5,71,83,90.25,1,0,5,65,3,1,1,1
22,2.82,2.57,3,3,5,1,5,4,98,86,87.05,0,0,8,36,58,4,0,1
22,3.32,3.02,0,9,2,3,10,6,88,35,62.68,0,0,9,44,34,2,1,1
22,3.76,3.02,0,2,5,1,10,8,67,51,95.29,4,0,3,56,52,3,1,0
21,2.82,3.63,0,7,5,0,2,4,72,32,66.09,1,0,1,17,15,1,1,0
22,2.58,3.51,3,1,2,0,2,5,31,63,74.01,3,1,2,12,50,0,0,0
21,2.03,3.83,3,3,0,0,4,10,35,70,80.46,1,0,2,72,25,3,0,1
22,3.15,3.67,2,1,0,3,10,1,58,68,59.56,4,0,3,28,37,4,1,0
24,2.8,2.51,0,6,4,0,7,10,59,95,80.56,1,0,2,55,67,0,1,1
24,2.75,2.66,1,4,0,2,8,1,69,72,85.31,0,1,1,73,33,0,0,1
21,2.37,3.0,3,1,1,2,10,8,66,29,55.08,0,0,6,19,20,0,0,0
24,2.86,2.03,0,5,4,0,7,7,36,95,68.97,4,0,7,100,40,4,1,0
21,3.97,3.81,2,4,3,2,9,5,79,67,80.6,4,1,1,28,58,3,1,1
24,2.6,2.09,0,2,4,0,7,9,47,88,96.31,0,0,9,5,88,0,0,1
24,3.2,2.64,2,7,5,3,4,1,37,21,94.55,0,0,7,25,2,0,0,0
21,3.55,3.14,2,8,5,2,9,3,100,58,58.48,1,1,4,60,55,4,1,1
23,3.5,3.04,3,4,4,3,9,6,84,7,80.53,4,0,3,85,61,1,0,0
24,2.66,3.31,2,9,2,2,3,1,77,65,54.9,1,0,6,42,17,1,1,1
22,3.22,3.06,2,3,0,4,10,6,87,36,64.69,0,0,3,46,88,3,1,1
23,3.74,2.46,1,6,5,4,8,2,45,98,79.86,3,0,4,25,95,0,1,0
21,2.03,2.4,2,7,5,3,1,10,54,100,54.07,4,1,9,80,83,2,0,1
23,2.87,3.81,1,7,1,2,2,5,58,55,94.44,1,0,5,0,14,1,0,1
20,2.45,2.53,1,6,0,4,8,10,37,60,91.45,4,1,10,94,65,0,1,0
20,2.78,2.56,0,9,5,0,8,2,84,85,73.67,3,0,5,72,29,3,0,1
24,2.83,2.83,0,1,2,1,6,1,81,64,74.59,2,1,9,25,75,2,0,0
24,3.49,2.28,3,9,5,4,8,4,55,41,94.07,0,0,2,63,38,1,1,0
22,2.19,3.01,3,9,0,4,8,2,54,96,52.52,3,1,7,61,63,1,1,1
23,3.03,3.33,3,4,1,0,2,9,55,48,57.19,2,1,7,5,56,0,1,0
20,3.13,3.57,2,5,0,4,3,3,76,67,65.4,1,0,6,61,62,0,0,1
24,2.99,3.42,0,3,2,4,7,9,30,8,68.22,3,0,4,65,6,2,1,0
23,3.46,2.3,2,7,1,4,3,4,93,7,99.37,2,1,7,41,85,4,0,0
24,2.77,2.91,0,2,0,2,2,10,41,57,57.37,3,0,3,26,71,3,0,0
24,3.89,2.08,2,8,2,4,6,7,53,85,65.16,2,0,9,64,86,0,0,1
20,2.96,2.04,3,9,2,1,2,7,59,53,91.4,1,0,1,29,22,0,1,0
20,3.14,2.88,0,6,4,2,2,6,43,84,89.22,1,0,6,81,75,1,1,1
24,3.65,2.51,0,9,5,2,2,8,52,47,82.74,1,1,1,97,5,2,1,0
21,2.55,3.37,1,6,1,3,4,6,31,53,66.43,1,0,6,84,57,4,1,0
24,2.15,3.45,0,3,1,4,7,9,32,27,55.89,1,0,5,64,13,4,0,0
24,3.42,3.79,0,3,5,1,6,5,35,100,99.18,2,1,5,46,27,3,0,1
22,2.97,3.52,2,2,0,1,5,3,50,65,62.57,1,0,10,31,4,3,1,1
22,3.79,2.1,3,5,4,3,4,5,49,80,92.23,3,1,6,33,67,0,1,0
22,3.97,2.74,1,4,1,1,2,4,50,30,94.75,3,0,8,46,55,2,0,0
21,2.8,2.55,2,6,2,2,8,3,69,12,72.04,1,0,9,13,24,1,0,0
21,2.83,2.77,0,5,1,0,2,1,97,58,92.54,3,1,3,4,26,3,1,0
24,2.82,2.32,2,6,4,2,8,8,54,81,63.95,1,1,5,35,59,4,0,1
22,2.65,2.2,3,4,5,0,10,4,100,87,94.5,3,1,6,95,3,0,1,1
21,3.56,3.04,1,3,3,1,4,3,100,30,81.8,4,1,1,8,28,0,0,0
20,3.52,3.44,2,1,5,4,5,4,62,32,59.72,0,0,1,34,90,1,0,0
24,2.96,3.4,0,5,2,0,1,1,80,52,89.33,3,0,1,24,6,2,1,0
23,2.09,2.9,2,6,1,2,2,6,49,94,95.68,3,0,2,74,31,4,1,1
24,2.62,3.04,0,5,5,2,8,3,48,90,78.52,0,0,4,45,19,0,1,1
23,2.58,3.03,1,5,2,2,1,8,100,35,88.02,4,1,6,12,63,0,1,0
22,3.62,3.38,1,6,0,2,3,10,85,84,89.74,0,0,3,60,42,3,0,1
23,2.18,2.1,2,4,2,3,2,5,85,68,89.37,3,0,9,29,99,4,0,0
22,3.61,3.42,1,4,1,1,10,9,30,74,72.72,1,0,3,97,29,1,1,1
20,3.34,3.16,3,8,0,4,5,9,68,97,87.0,4,0,4,31,59,0,1,1
23,3.46,2.4,2,8,0,3,4,2,66,33,77.43,3,1,4,29,92,4,0,0
24,2.86,2.1,0,3,0,1,4,5,47,60,70.73,1,1,5,81,27,2,1,0
22,3.36,2.22,2,7,3,0,4,7,35,59,58.29,1,1,5,55,39,4,1,0
24,3.22,3.05,0,5,3,3,4,7,51,2,95.45,4,1,2,66,66,2,0,0
21,3.54,3.52,1,5,0,3,4,10,40,5,70.75,3,0,6,70,90,2,0,0
22,2.89,2.67,0,3,5,3,6,3,38,19,61.98,2,1,9,54,84,1,0,0
23,2.95,2.76,0,2,5,3,2,7,42,3,62.11,1,0,5,97,36,0,0,0
22,3.29,3.87,0,3,5,0,4,7,32,100,62.1,0,1,1,7,98,2,1,1
24,2.22,2.43,0,7,1,2,7,4,96,52,50.12,2,0,9,42,58,1,0,0
20,2.87,2.21,3,3,0,3,7,7,36,70,71.91,0,0,7,47,19,4,0,0
22,3.94,2.69,0,2,5,1,1,8,96,61,94.53,4,0,7,57,62,0,0,0
23,2.08,3.49,2,4,0,2,10,3,75,80,51.26,1,1,6,31,72,0,1,1
21,2.63,3.25,3,5,2,0,9,2,87,37,97.83,1,0,1,77,34,1,0,0
20,2.63,2.83,0,7,5,4,7,9,57,35,58.96,4,0,7,68,57,1,1,0
21,3.27,3.93,0,1,2,0,6,7,60,33,85.94,1,0,4,6,9,3,0,0
22,2.21,3.47,0,8,2,4,2,1,81,5,89.27,2,0,5,73,58,4,0,0
24,3.26,2.12,3,3,5,1,6,10,38,65,86.76,2,1,7,19,20,3,0,0
24,2.19,3.49,0,6,4,4,5,10,37,17,66.96,4,1,3,61,42,3,1,0
23,2.19,2.05,0,4,2,3,9,9,47,26,85.19,3,0,2,20,42,0,0,0
24,3.46,3.3,0,5,5,2,1,5,78,38,73.65,1,1,1,91,87,3,0,0
20,2.65,2.42,1,6,2,2,5,2,40,50,57.61,2,1,8,28,0,4,1,0
24,3.95,3.39,2,2,1,3,3,7,31,18,60.05,0,0,8,69,45,1,1,0
23,2.07,2.62,0,3,3,2,9,9,58,95,51.3,1,0,7,37,30,0,1,1
22,2.89,3.75,2,8,3,0,1,3,84,87,66.6,2,1,10,41,62,0,0,1
22,2.23,2.67,1,8,3,3,6,4,82,33,86.4,2,1,9,2,45,3,1,0
24,2.7,3.24,1,1,4,3,3,9,55,88,98.45,2,1,10,36,22,4,0,1
21,4.0,2.57,0,8,0,2,1,2,80,23,56.68,3,1,1,16,17,1,0,0
22,3.78,3.83,2,2,2,4,3,4,35,24,67.66,4,1,3,32,61,4,0,0
24,2.1,3.56,3,8,1,1,2,5,41,75,59.07,3,1,5,9,26,2,1,1
23,3.13,2.49,0,5,4,4,10,4,63,93,88.04,0,0,2,36,43,4,0,1
24,3.3,3.9,3,1,3,0,8,7,99,69,95.98,0,1,7,32,45,2,0,1
22,2.42,2.71,1,8,4,3,3,6,93,29,55.7,4,0,6,27,60,0,1,0
23,2.29,3.3,1,5,1,3,7,9,66,96,95.18,4,0,10,86,11,4,1,1
24,3.81,3.49,2,1,5,0,10,4,66,78,63.57,2,1,2,41,98,4,1,1
20,3.94,2.05,3,4,4,1,6,9,37,92,61.15,0,1,8,57,15,4,1,1
23,3.98,3.92,3,1,3,3,7,1,66,53,52.83,2,0,3,47,20,3,1,1
20,3.58,2.69,0,9,0,4,7,6,75,77,54.02,4,1,4,50,90,0,0,0
21,3.33,2.38,2,2,3,0,10,7,60,24,53.46,0,1,5,9,99,4,1,0
23,2.69,3.7,2,8,3,3,1,9,40,4,72.32,2,0,6,7,63,1,0,0
20,2.34,3.41,3,4,3,4,4,1,65,1,82.93,1,1,9,15,12,0,0,0
22,2.16,2.17,1,9,4,0,4,1,97,79,59.22,1,0,9,95,49,4,1,1
22,3.39,2.23,2,2,1,0,5,2,46,62,60.88,2,0,9,61,7,1,1,0
21,3.57,3.43,1,3,3,0,10,6,45,53,58.64,3,1,8,48,55,3,1,0
23,3.65,2.15,0,2,5,1,5,3,59,37,90.33,2,0,5,88,55,1,1,0
23,3.83,3.83,2,5,4,0,8,6,68,16,56.86,0,0,5,100,7,0,1,0
23,3.76,3.48,2,1,1,2,4,2,73,30,53.67,4,0,4,14,79,0,0,0
21,4.0,2.67,0,3,0,2,1,10,98,0,51.84,2,1,7,15,86,2,1,0
